Overall#,Team,Player,Seasons,GP,G,A,TP,PIM,Draft Year,link,playername,position,is_fwd,is_def,is_goalie
74,Buffalo Sabres,Brycen Martin (D),,,,,,,2014,https://www.eliteprospects.com/player/62212/brycen-martin,Brycen Martin ,D,0,1,0
75,Dallas Stars,Alex Peters (D),,,,,,,2014,https://www.eliteprospects.com/player/196066/alex-peters,Alex Peters ,D,0,1,0
76,Columbus Blue Jackets,Elvis Merzlikins (G),4,131,-,-,-,-,2014,https://www.eliteprospects.com/player/66584/elvis-merzlikins,Elvis Merzlikins ,G,0,0,1
77,Columbus Blue Jackets,Blake Siebenaler (D),,,,,,,2014,https://www.eliteprospects.com/player/192880/blake-siebenaler,Blake Siebenaler ,D,0,1,0
78,New York Islanders,Ilya Sorokin (G),3,93,-,-,-,-,2014,https://www.eliteprospects.com/player/214182/ilya-sorokin,Ilya Sorokin ,G,0,0,1
79,Tampa Bay Lightning,Brayden Point (F),7,443,180,215,395,123,2014,https://www.eliteprospects.com/player/62204/brayden-point,Brayden Point ,F,1,0,0
80,Minnesota Wild,Louie Belpedio (D),3,4,0,2,2,0,2014,https://www.eliteprospects.com/player/177686/louie-belpedio,Louie Belpedio ,D,0,1,0
81,San Jose Sharks,Dylan Sadowy (F),,,,,,,2014,https://www.eliteprospects.com/player/194119/dylan-sadowy,Dylan Sadowy ,F,1,0,0
82,St. Louis Blues,Jake Walman (D),4,86,5,8,13,20,2014,https://www.eliteprospects.com/player/248066/jake-walman,Jake Walman ,D,0,1,0
83,Chicago Blackhawks,Matt Iacopelli (F),,,,,,,2014,https://www.eliteprospects.com/player/152075/matt-iacopelli,Matt Iacopelli ,F,1,0,0
84,Colorado Avalanche,Kyle Wood (D),,,,,,,2014,https://www.eliteprospects.com/player/189639/kyle-wood,Kyle Wood ,D,0,1,0
85,New York Rangers,Keegan Iverson (F),,,,,,,2014,https://www.eliteprospects.com/player/185603/keegan-iverson,Keegan Iverson ,F,1,0,0
86,Philadelphia Flyers,Mark Friedman (D),4,42,3,6,9,34,2014,https://www.eliteprospects.com/player/107113/mark-friedman,Mark Friedman ,D,0,1,0
87,Arizona Coyotes,Anton Karlsson (F),,,,,,,2014,https://www.eliteprospects.com/player/88845/anton-karlsson,Anton Karlsson ,F,1,0,0
88,Chicago Blackhawks,Beau Starrett (F),,,,,,,2014,https://www.eliteprospects.com/player/252369/beau-starrett,Beau Starrett ,F,1,0,0
89,Washington Capitals,Nathan Walker (F),6,70,11,7,18,27,2014,https://www.eliteprospects.com/player/101430/nathan-walker,Nathan Walker ,F,1,0,0
90,Los Angeles Kings,Michael Amadio (F),6,244,28,32,60,47,2014,https://www.eliteprospects.com/player/151385/michael-amadio,Michael Amadio ,F,1,0,0
91,Edmonton Oilers,William Lagesson (D),3,60,0,7,7,22,2014,https://www.eliteprospects.com/player/86158/william-lagesson,William Lagesson ,D,0,1,0
92,Florida Panthers,Joe Wegwerth (F),,,,,,,2014,https://www.eliteprospects.com/player/130916/joe-wegwerth,Joe Wegwerth ,F,1,0,0
93,Colorado Avalanche,Nick Magyar (F),,,,,,,2014,https://www.eliteprospects.com/player/135423/nick-magyar,Nick Magyar ,F,1,0,0
94,St. Louis Blues,Ville Husso (G),4,75,-,-,-,-,2014,https://www.eliteprospects.com/player/50661/ville-husso,Ville Husso ,G,0,0,1
95,New York Islanders,Linus Söderström (G),,,,,,,2014,https://www.eliteprospects.com/player/114810/linus-soderstrom,Linus Söderström ,G,0,0,1
96,Carolina Hurricanes,Josh Wesley (D),,,,,,,2014,https://www.eliteprospects.com/player/189578/josh-wesley,Josh Wesley ,D,0,1,0
97,Carolina Hurricanes,Lucas Wallmark (F),5,187,23,36,59,64,2014,https://www.eliteprospects.com/player/39022/lucas-wallmark,Lucas Wallmark ,F,1,0,0
98,Chicago Blackhawks,Fredrik Olofsson (F),,,,,,,2014,https://www.eliteprospects.com/player/195218/fredrik-olofsson,Fredrik Olofsson ,F,1,0,0
99,Winnipeg Jets,Chase DeLeo (F),5,7,0,0,0,0,2014,https://www.eliteprospects.com/player/116909/chase-deleo,Chase DeLeo ,F,1,0,0
100,Ottawa Senators,Shane Eiserman (F),,,,,,,2014,https://www.eliteprospects.com/player/177720/shane-eiserman,Shane Eiserman ,F,1,0,0
101,Winnipeg Jets,Nelson Nogier (D),2,11,0,0,0,5,2014,https://www.eliteprospects.com/player/120646/nelson-nogier,Nelson Nogier ,D,0,1,0
102,San Jose Sharks,Alexis Vanier (D),,,,,,,2014,https://www.eliteprospects.com/player/128447/alexis-vanier,Alexis Vanier ,D,0,1,0
103,Toronto Maple Leafs,J.J. Piccinich (F),,,,,,,2014,https://www.eliteprospects.com/player/191113/j.j.-piccinich,J.J. Piccinich ,F,1,0,0
104,New York Rangers,Ryan Mantha (D),,,,,,,2014,https://www.eliteprospects.com/player/203339/ryan-mantha,Ryan Mantha ,D,0,1,0
105,Dallas Stars,Michael Prapavessis (D),,,,,,,2014,https://www.eliteprospects.com/player/195224/michael-prapavessis,Michael Prapavessis ,D,0,1,0
106,Detroit Red Wings,Christoffer Ehn (F),2,114,5,8,13,8,2014,https://www.eliteprospects.com/player/115020/christoffer-ehn,Christoffer Ehn ,F,1,0,0
107,Columbus Blue Jackets,Julien Pelletier (F),,,,,,,2014,https://www.eliteprospects.com/player/149432/julien-pelletier,Julien Pelletier ,F,1,0,0
108,New York Islanders,Devon Toews (D),5,257,34,115,149,60,2014,https://www.eliteprospects.com/player/59575/devon-toews,Devon Toews ,D,0,1,0
109,Minnesota Wild,Kaapo Kähkönen (G),5,77,-,-,-,-,2014,https://www.eliteprospects.com/player/114708/kaapo-kahkonen,Kaapo Kähkönen ,G,0,0,1
110,St. Louis Blues,Austin Poganski (F),3,22,0,0,0,7,2014,https://www.eliteprospects.com/player/231724/austin-poganski,Austin Poganski ,F,1,0,0
111,Edmonton Oilers,Zach Nagelvoort (G),,,,,,,2014,https://www.eliteprospects.com/player/135675/zach-nagelvoort,Zach Nagelvoort ,G,0,0,1
112,Nashville Predators,Viktor Arvidsson (F),9,478,154,155,309,202,2014,https://www.eliteprospects.com/player/27484/viktor-arvidsson,Viktor Arvidsson ,F,1,0,0
113,Pittsburgh Penguins,Sam Lafferty (F),4,159,14,25,39,92,2014,https://www.eliteprospects.com/player/259043/sam-lafferty,Sam Lafferty ,F,1,0,0
114,Colorado Avalanche,Alexis Pépin (F),,,,,,,2014,https://www.eliteprospects.com/player/128459/alexis-pepin,Alexis Pépin ,F,1,0,0
115,Dallas Stars,Brent Moran (G),,,,,,,2014,https://www.eliteprospects.com/player/196507/brent-moran,Brent Moran ,G,0,0,1
116,Boston Bruins,Danton Heinen (F),7,371,65,98,163,66,2014,https://www.eliteprospects.com/player/105821/danton-heinen,Danton Heinen ,F,1,0,0
117,Arizona Coyotes,Michael Bunting (F),4,133,38,58,96,130,2014,https://www.eliteprospects.com/player/245191/michael-bunting,Michael Bunting ,F,1,0,0
118,New York Rangers,Igor Shestyorkin (G),4,120,-,-,-,-,2014,https://www.eliteprospects.com/player/195577/igor-shestyorkin,Igor Shestyorkin ,G,0,0,1
119,Tampa Bay Lightning,Ben Thomas (D),1,5,0,0,0,0,2014,https://www.eliteprospects.com/player/62287/ben-thomas,Ben Thomas ,D,0,1,0
120,Los Angeles Kings,Steven Johnson (D),,,,,,,2014,https://www.eliteprospects.com/player/218982/steven-johnson,Steven Johnson ,D,0,1,0
121,Buffalo Sabres,Max Willman (F),2,49,4,2,6,20,2014,https://www.eliteprospects.com/player/300657/max-willman,Max Willman ,F,1,0,0
122,New York Rangers,Richard Nejezchleb (F),,,,,,,2014,https://www.eliteprospects.com/player/100577/richard-nejezchleb,Richard Nejezchleb ,F,1,0,0
123,Anaheim Ducks,Matthew Berkovitz (D),,,,,,,2014,https://www.eliteprospects.com/player/220352/matthew-berkovitz,Matthew Berkovitz ,D,0,1,0
124,St. Louis Blues,Jaedon Descheneau (F),,,,,,,2014,https://www.eliteprospects.com/player/64576/jaedon-descheneau,Jaedon Descheneau ,F,1,0,0
125,Montréal Canadiens,Nikolas Koberstein (D),,,,,,,2014,https://www.eliteprospects.com/player/84120/nikolas-koberstein,Nikolas Koberstein ,D,0,1,0
126,Vancouver Canucks,Gustav Forsling (D),6,263,27,72,99,80,2014,https://www.eliteprospects.com/player/86366/gustav-forsling,Gustav Forsling ,D,0,1,0
127,Carolina Hurricanes,Clark Bishop (F),4,47,1,7,8,20,2014,https://www.eliteprospects.com/player/191376/clark-bishop,Clark Bishop ,F,1,0,0
128,Toronto Maple Leafs,Dakota Joshua (F),3,66,10,7,17,60,2014,https://www.eliteprospects.com/player/194948/dakota-joshua,Dakota Joshua ,F,1,0,0
129,Winnipeg Jets,C.J. Suess (F),3,5,0,0,0,4,2014,https://www.eliteprospects.com/player/195507/c.j.-suess,C.J. Suess ,F,1,0,0
130,Edmonton Oilers,Liam Coughlin (F),,,,,,,2014,https://www.eliteprospects.com/player/248303/liam-coughlin,Liam Coughlin ,F,1,0,0
131,New Jersey Devils,Ryan Rehill (D),,,,,,,2014,https://www.eliteprospects.com/player/83900/ryan-rehill,Ryan Rehill ,D,0,1,0
132,Nashville Predators,Joonas Lyytinen (D),,,,,,,2014,https://www.eliteprospects.com/player/66296/joonas-lyytinen,Joonas Lyytinen ,D,0,1,0
133,Arizona Coyotes,Dysin Mayo (D),2,80,4,8,12,33,2014,https://www.eliteprospects.com/player/120638/dysin-mayo,Dysin Mayo ,D,0,1,0
134,Washington Capitals,Shane Gersich (F),1,3,0,1,1,0,2014,https://www.eliteprospects.com/player/168706/shane-gersich,Shane Gersich ,F,1,0,0
135,Dallas Stars,Miro Karjalainen (D),,,,,,,2014,https://www.eliteprospects.com/player/151918/miro-karjalainen,Miro Karjalainen ,D,0,1,0
136,Detroit Red Wings,Chase Perry (G),,,,,,,2014,https://www.eliteprospects.com/player/183537/chase-perry,Chase Perry ,G,0,0,1
137,Columbus Blue Jackets,Tyler Bird (F),,,,,,,2014,https://www.eliteprospects.com/player/178706/tyler-bird,Tyler Bird ,F,1,0,0
138,Philadelphia Flyers,Oskar Lindblom (F),6,291,51,51,102,67,2014,https://www.eliteprospects.com/player/86181/oskar-lindblom,Oskar Lindblom ,F,1,0,0
139,Minnesota Wild,Tanner Faith (D),,,,,,,2014,https://www.eliteprospects.com/player/101642/tanner-faith,Tanner Faith ,D,0,1,0
140,New York Rangers,Daniel Walcott (F),1,1,0,0,0,5,2014,https://www.eliteprospects.com/player/257725/daniel-walcott,Daniel Walcott ,F,1,0,0
141,Chicago Blackhawks,Luc Snuggerud (D),,,,,,,2014,https://www.eliteprospects.com/player/196703/luc-snuggerud,Luc Snuggerud ,D,0,1,0
142,New York Rangers,Tyler Nanne (D),,,,,,,2014,https://www.eliteprospects.com/player/194952/tyler-nanne,Tyler Nanne ,D,0,1,0
143,Florida Panthers,Miguel Fidler (F),,,,,,,2014,https://www.eliteprospects.com/player/248353/miguel-fidler,Miguel Fidler ,F,1,0,0
144,Colorado Avalanche,Anton Lindholm (D),4,66,0,5,5,16,2014,https://www.eliteprospects.com/player/39019/anton-lindholm,Anton Lindholm ,D,0,1,0
145,Pittsburgh Penguins,Anthony Angello (F),3,31,3,2,5,14,2014,https://www.eliteprospects.com/player/178527/anthony-angello,Anthony Angello ,F,1,0,0
146,Boston Bruins,Anders Bjork (F),6,212,24,29,53,42,2014,https://www.eliteprospects.com/player/183809/anders-bjork,Anders Bjork ,F,1,0,0
147,Montréal Canadiens,Daniel Audette (F),,,,,,,2014,https://www.eliteprospects.com/player/128505/daniel-audette,Daniel Audette ,F,1,0,0
148,Chicago Blackhawks,Andreas Söderberg (D),,,,,,,2014,https://www.eliteprospects.com/player/107557/andreas-soderberg,Andreas Söderberg ,D,0,1,0
149,San Jose Sharks,Rourke Chartier (F),1,13,1,0,1,2,2014,https://www.eliteprospects.com/player/120201/rourke-chartier,Rourke Chartier ,F,1,0,0
150,Los Angeles Kings,Alec Dillon (G),,,,,,,2014,https://www.eliteprospects.com/player/120757/alec-dillon,Alec Dillon ,G,0,0,1
151,Buffalo Sabres,Christopher Brown (F),,,,,,,2014,https://www.eliteprospects.com/player/248309/christopher-brown,Christopher Brown ,F,1,0,0
152,New Jersey Devils,J.D. Dudek (F),,,,,,,2014,https://www.eliteprospects.com/player/211276/j.d.-dudek,J.D. Dudek ,F,1,0,0
153,Edmonton Oilers,Tyler Vesel (F),,,,,,,2014,https://www.eliteprospects.com/player/121879/tyler-vesel,Tyler Vesel ,F,1,0,0
154,Dallas Stars,Aaron Haydon (D),,,,,,,2014,https://www.eliteprospects.com/player/189374/aaron-haydon,Aaron Haydon ,D,0,1,0
155,New York Islanders,Kyle Schempp (F),,,,,,,2014,https://www.eliteprospects.com/player/121949/kyle-schempp,Kyle Schempp ,F,1,0,0
156,Vancouver Canucks,Kyle Pettit (F),,,,,,,2014,https://www.eliteprospects.com/player/204921/kyle-pettit,Kyle Pettit ,F,1,0,0
157,Los Angeles Kings,Jake Marchment (F),,,,,,,2014,https://www.eliteprospects.com/player/95924/jake-marchment,Jake Marchment ,F,1,0,0
158,Toronto Maple Leafs,Nolan Vesey (F),,,,,,,2014,https://www.eliteprospects.com/player/248373/nolan-vesey,Nolan Vesey ,F,1,0,0
159,Washington Capitals,Steven Spinner (F),,,,,,,2014,https://www.eliteprospects.com/player/196597/steven-spinner,Steven Spinner ,F,1,0,0
160,Minnesota Wild,Pontus Själin (D),,,,,,,2014,https://www.eliteprospects.com/player/86227/pontus-sjalin,Pontus Själin ,D,0,1,0
161,New Jersey Devils,Brandon Baddock (F),1,1,0,0,0,0,2014,https://www.eliteprospects.com/player/83627/brandon-baddock,Brandon Baddock ,F,1,0,0
162,Nashville Predators,Aaron Irving (D),,,,,,,2014,https://www.eliteprospects.com/player/84245/aaron-irving,Aaron Irving ,D,0,1,0
163,Arizona Coyotes,David Westlund (D),,,,,,,2014,https://www.eliteprospects.com/player/67162/david-westlund,David Westlund ,D,0,1,0
164,Winnipeg Jets,Pavel Kraskovsky (F),,,,,,,2014,https://www.eliteprospects.com/player/212441/pavel-kraskovsky,Pavel Kraskovsky ,F,1,0,0
165,Dallas Stars,John Nyberg (D),,,,,,,2014,https://www.eliteprospects.com/player/146820/john-nyberg,John Nyberg ,D,0,1,0
166,Detroit Red Wings,Julius Vähätalo (F),,,,,,,2014,https://www.eliteprospects.com/player/73323/julius-vahatalo,Julius Vähätalo ,F,1,0,0
167,Minnesota Wild,Chase Lang (F),,,,,,,2014,https://www.eliteprospects.com/player/120657/chase-lang,Chase Lang ,F,1,0,0
168,Philadelphia Flyers,Radel Fazleyev (F),,,,,,,2014,https://www.eliteprospects.com/player/231738/radel-fazleyev,Radel Fazleyev ,F,1,0,0
169,Minnesota Wild,Reid Duke (F),,,,,,,2014,https://www.eliteprospects.com/player/62308/reid-duke,Reid Duke ,F,1,0,0
170,Tampa Bay Lightning,Cristiano DiGiacinto (F),,,,,,,2014,https://www.eliteprospects.com/player/204054/cristiano-digiacinto,Cristiano DiGiacinto ,F,1,0,0
171,San Jose Sharks,Kevin Labanc (F),7,388,71,128,199,181,2014,https://www.eliteprospects.com/player/133841/kevin-labanc,Kevin Labanc ,F,1,0,0
172,St. Louis Blues,C.J. Yakimowicz (F),,,,,,,2014,https://www.eliteprospects.com/player/276562/c.j.-yakimowicz,C.J. Yakimowicz ,F,1,0,0
173,Pittsburgh Penguins,Jaden Lindo (F),,,,,,,2014,https://www.eliteprospects.com/player/189413/jaden-lindo,Jaden Lindo ,F,1,0,0
174,Colorado Avalanche,Maximilian Pajpach (G),,,,,,,2014,https://www.eliteprospects.com/player/176686/maximilian-pajpach,Maximilian Pajpach ,G,0,0,1
175,Calgary Flames,Adam Ollas Mattsson (D),,,,,,,2014,https://www.eliteprospects.com/player/114812/adam-ollas-mattsson,Adam Ollas Mattsson ,D,0,1,0
176,St. Louis Blues,Sammy Blais (F),6,158,17,27,44,65,2014,https://www.eliteprospects.com/player/213830/sammy-blais,Sammy Blais ,F,1,0,0
177,Montréal Canadiens,Hayden Hawkey (G),,,,,,,2014,https://www.eliteprospects.com/player/190163/hayden-hawkey,Hayden Hawkey ,G,0,0,1
178,Chicago Blackhawks,Dylan Sikura (F),5,58,3,14,17,0,2014,https://www.eliteprospects.com/player/146580/dylan-sikura,Dylan Sikura ,F,1,0,0
179,Chicago Blackhawks,Ivan Nalimov (G),,,,,,,2014,https://www.eliteprospects.com/player/123057/ivan-nalimov,Ivan Nalimov ,G,0,0,1
180,Los Angeles Kings,Matt Mistele (F),,,,,,,2014,https://www.eliteprospects.com/player/117000/matt-mistele,Matt Mistele ,F,1,0,0
181,Buffalo Sabres,Victor Olofsson (F),5,214,66,75,141,22,2014,https://www.eliteprospects.com/player/86308/victor-olofsson,Victor Olofsson ,F,1,0,0
182,Florida Panthers,Hugo Fagerblom (G),,,,,,,2014,https://www.eliteprospects.com/player/146833/hugo-fagerblom,Hugo Fagerblom ,G,0,0,1
183,Edmonton Oilers,Keven Bouchard (G),,,,,,,2014,https://www.eliteprospects.com/player/151165/keven-bouchard,Keven Bouchard ,G,0,0,1
184,Calgary Flames,Austin Carroll (F),,,,,,,2014,https://www.eliteprospects.com/player/93438/austin-carroll,Austin Carroll ,F,1,0,0
185,Tampa Bay Lightning,Cam Darcy (F),,,,,,,2014,https://www.eliteprospects.com/player/90353/cam-darcy,Cam Darcy ,F,1,0,0
186,Vancouver Canucks,Mackenze Stewart (D),,,,,,,2014,https://www.eliteprospects.com/player/62280/mackenze-stewart,Mackenze Stewart ,D,0,1,0
187,Carolina Hurricanes,Kyle Jenkins (D),,,,,,,2014,https://www.eliteprospects.com/player/205495/kyle-jenkins,Kyle Jenkins ,D,0,1,0
188,Toronto Maple Leafs,Pierre Engvall (F),4,195,34,35,69,73,2014,https://www.eliteprospects.com/player/147720/pierre-engvall,Pierre Engvall ,F,1,0,0
189,Ottawa Senators,Kelly Summers (D),,,,,,,2014,https://www.eliteprospects.com/player/152175/kelly-summers,Kelly Summers ,D,0,1,0
190,Ottawa Senators,Francis Perron (F),,,,,,,2014,https://www.eliteprospects.com/player/151539/francis-perron,Francis Perron ,F,1,0,0
191,Arizona Coyotes,Jared Fiegl (F),,,,,,,2014,https://www.eliteprospects.com/player/122120/jared-fiegl,Jared Fiegl ,F,1,0,0
192,Winnipeg Jets,Matt Ustaski (F),,,,,,,2014,https://www.eliteprospects.com/player/146215/matt-ustaski,Matt Ustaski ,F,1,0,0
193,Arizona Coyotes,Edgars Kulda (F),,,,,,,2014,https://www.eliteprospects.com/player/52421/edgars-kulda,Edgars Kulda ,F,1,0,0
194,Washington Capitals,Kevin Elgestål (F),,,,,,,2014,https://www.eliteprospects.com/player/146825/kevin-elgestal,Kevin Elgestål ,F,1,0,0
195,Dallas Stars,Patrick Sanvido (D),,,,,,,2014,https://www.eliteprospects.com/player/189460/patrick-sanvido,Patrick Sanvido ,D,0,1,0
196,Detroit Red Wings,Axel Holmström (F),,,,,,,2014,https://www.eliteprospects.com/player/86320/axel-holmstrom,Axel Holmström ,F,1,0,0
197,Columbus Blue Jackets,Olivier LeBlanc (D),,,,,,,2014,https://www.eliteprospects.com/player/151757/olivier-leblanc,Olivier LeBlanc ,D,0,1,0
198,Philadelphia Flyers,Jesper Pettersson (D),,,,,,,2014,https://www.eliteprospects.com/player/28988/jesper-pettersson,Jesper Pettersson ,D,0,1,0
199,Minnesota Wild,Pavel Jenys (F),,,,,,,2014,https://www.eliteprospects.com/player/112375/pavel-jenys,Pavel Jenys ,F,1,0,0
200,New York Islanders,Lukas Sutter (F),,,,,,,2014,https://www.eliteprospects.com/player/48665/lukas-sutter,Lukas Sutter ,F,1,0,0
201,Detroit Red Wings,Alexander Kadeykin (F),,,,,,,2014,https://www.eliteprospects.com/player/94663/alexander-kadeykin,Alexander Kadeykin ,F,1,0,0
202,St. Louis Blues,Dwyer Tschantz (F),,,,,,,2014,https://www.eliteprospects.com/player/191247/dwyer-tschantz,Dwyer Tschantz ,F,1,0,0
203,Pittsburgh Penguins,Jeff Taylor (D),,,,,,,2014,https://www.eliteprospects.com/player/122684/jeff-taylor,Jeff Taylor ,D,0,1,0
204,Colorado Avalanche,Julien Nantel (F),,,,,,,2014,https://www.eliteprospects.com/player/151707/julien-nantel,Julien Nantel ,F,1,0,0
205,Anaheim Ducks,Ondrej Kase (F),7,258,57,67,124,62,2014,https://www.eliteprospects.com/player/165006/ondrej-kase,Ondrej Kase ,F,1,0,0
206,Boston Bruins,Emil Johansson (D),,,,,,,2014,https://www.eliteprospects.com/player/79498/emil-johansson,Emil Johansson ,D,0,1,0
207,Montréal Canadiens,Jake Evans (F),4,158,18,31,49,60,2014,https://www.eliteprospects.com/player/152048/jake-evans,Jake Evans ,F,1,0,0
208,Chicago Blackhawks,Jack Ramsey (D),,,,,,,2014,https://www.eliteprospects.com/player/195477/jack-ramsey,Jack Ramsey ,D,0,1,0
209,Los Angeles Kings,Spencer Watson (F),,,,,,,2014,https://www.eliteprospects.com/player/189462/spencer-watson,Spencer Watson ,F,1,0,0
210,Los Angeles Kings,Jacob Middleton (D),5,105,6,17,23,131,2014,https://www.eliteprospects.com/player/150872/jacob-middleton,Jacob Middleton ,D,0,1,0
1,Edmonton Oilers,Connor McDavid (F),8,514,263,486,749,199,2015,https://www.eliteprospects.com/player/183442/connor-mcdavid,Connor McDavid ,F,1,0,0
2,Buffalo Sabres,Jack Eichel (F),8,435,166,243,409,152,2015,https://www.eliteprospects.com/player/191959/jack-eichel,Jack Eichel ,F,1,0,0
3,Arizona Coyotes,Dylan Strome (F),7,301,73,119,192,94,2015,https://www.eliteprospects.com/player/228107/dylan-strome,Dylan Strome ,F,1,0,0
4,Toronto Maple Leafs,Mitchell Marner (F),7,455,149,339,488,150,2015,https://www.eliteprospects.com/player/223194/mitchell-marner,Mitchell Marner ,F,1,0,0
5,Carolina Hurricanes,Noah Hanifin (D),8,542,43,168,211,142,2015,https://www.eliteprospects.com/player/177710/noah-hanifin,Noah Hanifin ,D,0,1,0
6,New Jersey Devils,Pavel Zacha (F),8,411,72,123,195,114,2015,https://www.eliteprospects.com/player/130786/pavel-zacha,Pavel Zacha ,F,1,0,0
7,Philadelphia Flyers,Ivan Provorov (D),7,477,60,142,202,182,2015,https://www.eliteprospects.com/player/242584/ivan-provorov,Ivan Provorov ,D,0,1,0
8,Columbus Blue Jackets,Zach Werenski (D),7,416,79,166,245,93,2015,https://www.eliteprospects.com/player/186311/zach-werenski,Zach Werenski ,D,0,1,0
9,San Jose Sharks,Timo Meier (F),7,423,136,153,289,242,2015,https://www.eliteprospects.com/player/95921/timo-meier,Timo Meier ,F,1,0,0
10,Colorado Avalanche,Mikko Rantanen (F),8,432,180,260,440,232,2015,https://www.eliteprospects.com/player/91186/mikko-rantanen,Mikko Rantanen ,F,1,0,0
11,Florida Panthers,Lawson Crouse (F),7,369,66,56,122,267,2015,https://www.eliteprospects.com/player/205155/lawson-crouse,Lawson Crouse ,F,1,0,0
12,Dallas Stars,Denis Guryanov (F),6,234,45,53,98,54,2015,https://www.eliteprospects.com/player/263964/denis-guryanov,Denis Guryanov ,F,1,0,0
13,Boston Bruins,Jakub Zboril (D),4,67,1,12,13,24,2015,https://www.eliteprospects.com/player/112379/jakub-zboril,Jakub Zboril ,D,0,1,0
14,Boston Bruins,Jake DeBrusk (F),6,345,100,94,194,73,2015,https://www.eliteprospects.com/player/84242/jake-debrusk,Jake DeBrusk ,F,1,0,0
15,Boston Bruins,Zach Senyshyn (F),4,16,1,2,3,4,2015,https://www.eliteprospects.com/player/245108/zach-senyshyn,Zach Senyshyn ,F,1,0,0
16,New York Islanders,Mathew Barzal (F),7,389,94,245,339,206,2015,https://www.eliteprospects.com/player/186310/mathew-barzal,Mathew Barzal ,F,1,0,0
17,Winnipeg Jets,Kyle Connor (F),7,409,189,182,371,90,2015,https://www.eliteprospects.com/player/177671/kyle-connor,Kyle Connor ,F,1,0,0
18,Ottawa Senators,Thomas Chabot (D),7,334,48,155,203,170,2015,https://www.eliteprospects.com/player/213607/thomas-chabot,Thomas Chabot ,D,0,1,0
19,Detroit Red Wings,Yevgeni Svechnikov (F),7,134,15,22,37,64,2015,https://www.eliteprospects.com/player/168679/yevgeni-svechnikov,Yevgeni Svechnikov ,F,1,0,0
20,Minnesota Wild,Joel Eriksson Ek (F),7,368,78,89,167,132,2015,https://www.eliteprospects.com/player/139633/joel-eriksson-ek,Joel Eriksson Ek ,F,1,0,0
21,Ottawa Senators,Colin White (F),7,250,41,68,109,97,2015,https://www.eliteprospects.com/player/183810/colin-white,Colin White ,F,1,0,0
22,Washington Capitals,Ilya Samsonov (G),5,98,-,-,-,-,2015,https://www.eliteprospects.com/player/277797/ilya-samsonov,Ilya Samsonov ,G,0,0,1
23,Vancouver Canucks,Brock Boeser (F),7,345,125,147,272,98,2015,https://www.eliteprospects.com/player/248381/brock-boeser,Brock Boeser ,F,1,0,0
24,Philadelphia Flyers,Travis Konecny (F),7,449,120,174,294,305,2015,https://www.eliteprospects.com/player/205148/travis-konecny,Travis Konecny ,F,1,0,0
25,Winnipeg Jets,Jack Roslovic (F),7,331,61,94,155,48,2015,https://www.eliteprospects.com/player/226309/jack-roslovic,Jack Roslovic ,F,1,0,0
26,Montréal Canadiens,Noah Juulsen (D),5,58,2,8,10,10,2015,https://www.eliteprospects.com/player/199905/noah-juulsen,Noah Juulsen ,D,0,1,0
27,Anaheim Ducks,Jacob Larsson (D),6,168,3,21,24,50,2015,https://www.eliteprospects.com/player/147719/jacob-larsson,Jacob Larsson ,D,0,1,0
28,New York Islanders,Anthony Beauvillier (F),7,434,98,102,200,77,2015,https://www.eliteprospects.com/player/213435/anthony-beauvillier,Anthony Beauvillier ,F,1,0,0
29,Columbus Blue Jackets,Gabriel Carlsson (D),6,75,3,13,16,22,2015,https://www.eliteprospects.com/player/187919/gabriel-carlsson,Gabriel Carlsson ,D,0,1,0
30,Arizona Coyotes,Nick Merkley (F),4,41,4,11,15,11,2015,https://www.eliteprospects.com/player/107894/nick-merkley,Nick Merkley ,F,1,0,0
31,San Jose Sharks,Jérémy Roy (D),,,,,,,2015,https://www.eliteprospects.com/player/151150/jeremy-roy,Jérémy Roy ,D,0,1,0
32,Arizona Coyotes,Christian Fischer (F),7,342,48,46,94,87,2015,https://www.eliteprospects.com/player/226901/christian-fischer,Christian Fischer ,F,1,0,0
33,Tampa Bay Lightning,Mitchell Stephens (F),3,72,3,10,13,18,2015,https://www.eliteprospects.com/player/186392/mitchell-stephens,Mitchell Stephens ,F,1,0,0
34,Toronto Maple Leafs,Travis Dermott (D),6,268,13,41,54,100,2015,https://www.eliteprospects.com/player/214673/travis-dermott,Travis Dermott ,D,0,1,0
35,Carolina Hurricanes,Sebastian Aho (F),7,471,193,235,428,190,2015,https://www.eliteprospects.com/player/152111/sebastian-aho,Sebastian Aho ,F,1,0,0
36,Ottawa Senators,Gabriel Gagné (F),,,,,,,2015,https://www.eliteprospects.com/player/156103/gabriel-gagne,Gabriel Gagné ,F,1,0,0
37,Boston Bruins,Brandon Carlo (D),7,424,21,53,74,241,2015,https://www.eliteprospects.com/player/120965/brandon-carlo,Brandon Carlo ,D,0,1,0
38,Columbus Blue Jackets,Paul Bittner (F),,,,,,,2015,https://www.eliteprospects.com/player/216874/paul-bittner,Paul Bittner ,F,1,0,0
39,Colorado Avalanche,A.J. Greer (F),6,66,5,10,15,82,2015,https://www.eliteprospects.com/player/151125/a.j.-greer,A.J. Greer ,F,1,0,0
40,Colorado Avalanche,Nicolas Meloche (D),2,57,2,6,8,39,2015,https://www.eliteprospects.com/player/213821/nicolas-meloche,Nicolas Meloche ,D,0,1,0
