Overall#,Team,Player,Seasons,GP,G,A,TP,PIM,Draft Year,link,playername,position,is_fwd,is_def,is_goalie
132,Chicago Blackhawks,Teigan Zahn (D),,,,,,,2008,https://www.eliteprospects.com/player/19183/teigan-zahn,Teigan Zahn ,D,0,1,0
133,Edmonton Oilers,Philippe Cornet (F),1,2,0,1,1,0,2008,https://www.eliteprospects.com/player/19051/philippe-cornet,Philippe Cornet ,F,1,0,0
134,Buffalo Sabres,Jacob Lagacé (F),,,,,,,2008,https://www.eliteprospects.com/player/17516/jacob-lagace,Jacob Lagacé ,F,1,0,0
135,Columbus Blue Jackets,Tomas Kubalik (F),2,12,1,3,4,6,2008,https://www.eliteprospects.com/player/11834/tomas-kubalik,Tomas Kubalik ,F,1,0,0
136,Nashville Predators,Taylor Stefishen (F),,,,,,,2008,https://www.eliteprospects.com/player/18243/taylor-stefishen,Taylor Stefishen ,F,1,0,0
137,Columbus Blue Jackets,Brent Regner (D),1,7,0,0,0,4,2008,https://www.eliteprospects.com/player/14962/brent-regner,Brent Regner ,D,0,1,0
138,Montréal Canadiens,Maxim Trunyov (F),,,,,,,2008,https://www.eliteprospects.com/player/19034/maxim-trunyov,Maxim Trunyov ,F,1,0,0
139,Ottawa Senators,Mark Borowiecki (D),12,458,15,41,56,848,2008,https://www.eliteprospects.com/player/19223/mark-borowiecki,Mark Borowiecki ,D,0,1,0
140,Colorado Avalanche,Mark Olver (F),3,74,10,12,22,39,2008,https://www.eliteprospects.com/player/15566/mark-olver,Mark Olver ,F,1,0,0
141,New York Rangers,Chris Doyle (F),,,,,,,2008,https://www.eliteprospects.com/player/12120/chris-doyle,Chris Doyle ,F,1,0,0
142,New Jersey Devils,Kory Nagy (F),,,,,,,2008,https://www.eliteprospects.com/player/19224/kory-nagy,Kory Nagy ,F,1,0,0
143,Anaheim Ducks,Stefan Warg (D),,,,,,,2008,https://www.eliteprospects.com/player/6870/stefan-warg,Stefan Warg ,D,0,1,0
144,Washington Capitals,Joel Broda (F),,,,,,,2008,https://www.eliteprospects.com/player/11607/joel-broda,Joel Broda ,F,1,0,0
145,Minnesota Wild,Eero Elo (F),,,,,,,2008,https://www.eliteprospects.com/player/17014/eero-elo,Eero Elo ,F,1,0,0
146,San Jose Sharks,Julien Demers (D),,,,,,,2008,https://www.eliteprospects.com/player/19050/julien-demers,Julien Demers ,D,0,1,0
147,Tampa Bay Lightning,Kyle DeCoste (F),,,,,,,2008,https://www.eliteprospects.com/player/19070/kyle-decoste,Kyle DeCoste ,F,1,0,0
148,New York Islanders,Matt Martin (F),14,843,73,83,156,1071,2008,https://www.eliteprospects.com/player/19225/matt-martin,Matt Martin ,F,1,0,0
149,Dallas Stars,Philip Larsen (D),6,151,9,28,37,46,2008,https://www.eliteprospects.com/player/6006/philip-larsen,Philip Larsen ,D,0,1,0
150,Pittsburgh Penguins,Alexander Pechursky (G),1,1,-,-,-,-,2008,https://www.eliteprospects.com/player/11869/alexander-pechursky,Alexander Pechursky ,G,0,0,1
151,Detroit Red Wings,Julien Cayer (F),,,,,,,2008,https://www.eliteprospects.com/player/19077/julien-cayer,Julien Cayer ,F,1,0,0
152,Tampa Bay Lightning,Mark Barberio (D),8,272,14,42,56,115,2008,https://www.eliteprospects.com/player/19148/mark-barberio,Mark Barberio ,D,0,1,0
153,Los Angeles Kings,Justin Azevedo (F),,,,,,,2008,https://www.eliteprospects.com/player/9347/justin-azevedo,Justin Azevedo ,F,1,0,0
154,Atlanta Thrashers,Christopher Carrozzi (G),,,,,,,2008,https://www.eliteprospects.com/player/11334/christopher-carrozzi,Christopher Carrozzi ,G,0,0,1
155,St. Louis Blues,Anthony Nigro (F),,,,,,,2008,https://www.eliteprospects.com/player/11241/anthony-nigro,Anthony Nigro ,F,1,0,0
156,New York Islanders,Jared Spurgeon (D),13,797,101,254,355,136,2008,https://www.eliteprospects.com/player/11611/jared-spurgeon,Jared Spurgeon ,D,0,1,0
157,Columbus Blue Jackets,Cam Atkinson (F),12,700,236,216,452,156,2008,https://www.eliteprospects.com/player/19166/cam-atkinson,Cam Atkinson ,F,1,0,0
158,Toronto Maple Leafs,Grant Rollheiser (G),,,,,,,2008,https://www.eliteprospects.com/player/19226/grant-rollheiser,Grant Rollheiser ,G,0,0,1
159,Phoenix Coyotes,Brett Hextall (F),,,,,,,2008,https://www.eliteprospects.com/player/18247/brett-hextall,Brett Hextall ,F,1,0,0
160,Tampa Bay Lightning,Luke Witkowski (D),7,132,2,11,13,162,2008,https://www.eliteprospects.com/player/19227/luke-witkowski,Luke Witkowski ,D,0,1,0
161,Vancouver Canucks,Mats Frøshaug (F),,,,,,,2008,https://www.eliteprospects.com/player/6251/mats-froshaug,Mats Frøshaug ,F,1,0,0
162,Chicago Blackhawks,Jonathan Carlsson (D),,,,,,,2008,https://www.eliteprospects.com/player/3706/jonathan-carlsson,Jonathan Carlsson ,D,0,1,0
163,Edmonton Oilers,Teemu Hartikainen (F),3,52,6,7,13,16,2008,https://www.eliteprospects.com/player/11365/teemu-hartikainen,Teemu Hartikainen ,F,1,0,0
164,Buffalo Sabres,Nick Crawford (D),,,,,,,2008,https://www.eliteprospects.com/player/19233/nick-crawford,Nick Crawford ,D,0,1,0
165,Carolina Hurricanes,Mike Murphy (G),2,2,-,-,-,-,2008,https://www.eliteprospects.com/player/13666/mike-murphy,Mike Murphy ,G,0,0,1
166,Nashville Predators,Jeff Foss (D),,,,,,,2008,https://www.eliteprospects.com/player/19232/jeff-foss,Jeff Foss ,D,0,1,0
167,Colorado Avalanche,Joël Chouinard (D),,,,,,,2008,https://www.eliteprospects.com/player/13783/joel-chouinard,Joël Chouinard ,D,0,1,0
168,Calgary Flames,Ryley Grantham (F),,,,,,,2008,https://www.eliteprospects.com/player/19231/ryley-grantham,Ryley Grantham ,F,1,0,0
169,Chicago Blackhawks,Ben Smith (F),7,237,29,25,54,9,2008,https://www.eliteprospects.com/player/15068/ben-smith,Ben Smith ,F,1,0,0
170,Colorado Avalanche,Jonas Holøs (D),1,39,0,6,6,10,2008,https://www.eliteprospects.com/player/15713/jonas-holos,Jonas Holøs ,D,0,1,0
171,New York Rangers,Mitch Gaulton (D),,,,,,,2008,https://www.eliteprospects.com/player/19228/mitch-gaulton,Mitch Gaulton ,D,0,1,0
172,New Jersey Devils,David Wohlberg (F),,,,,,,2008,https://www.eliteprospects.com/player/17509/david-wohlberg,David Wohlberg ,F,1,0,0
173,Boston Bruins,Nicholas Tremblay (F),,,,,,,2008,https://www.eliteprospects.com/player/18875/nicholas-tremblay,Nicholas Tremblay ,F,1,0,0
174,Washington Capitals,Greg Burke (F),,,,,,,2008,https://www.eliteprospects.com/player/19159/greg-burke,Greg Burke ,F,1,0,0
175,New York Islanders,Justin DiBenedetto (F),1,8,0,1,1,2,2008,https://www.eliteprospects.com/player/13844/justin-dibenedetto,Justin DiBenedetto ,F,1,0,0
176,Dallas Stars,Matt Tassone (F),,,,,,,2008,https://www.eliteprospects.com/player/19058/matt-tassone,Matt Tassone ,F,1,0,0
177,San Jose Sharks,Tommy Wingels (F),8,448,62,81,143,254,2008,https://www.eliteprospects.com/player/19230/tommy-wingels,Tommy Wingels ,F,1,0,0
178,Philadelphia Flyers,Zac Rinaldo (F),11,374,18,24,42,758,2008,https://www.eliteprospects.com/player/19073/zac-rinaldo,Zac Rinaldo ,F,1,0,0
179,Chicago Blackhawks,Braden Birch (D),,,,,,,2008,https://www.eliteprospects.com/player/19229/braden-birch,Braden Birch ,D,0,1,0
180,Pittsburgh Penguins,Patrick Killeen (G),,,,,,,2008,https://www.eliteprospects.com/player/11258/patrick-killeen,Patrick Killeen ,G,0,0,1
181,Detroit Red Wings,Stephen Johnston (F),,,,,,,2008,https://www.eliteprospects.com/player/19061/stephen-johnston,Stephen Johnston ,F,1,0,0
182,Tampa Bay Lightning,Matias Sointu (F),,,,,,,2008,https://www.eliteprospects.com/player/16048/matias-sointu,Matias Sointu ,F,1,0,0
183,Los Angeles Kings,Garrett Roe (F),,,,,,,2008,https://www.eliteprospects.com/player/14867/garrett-roe,Garrett Roe ,F,1,0,0
184,Atlanta Thrashers,Zach Redmond (D),6,133,9,29,38,50,2008,https://www.eliteprospects.com/player/12189/zach-redmond,Zach Redmond ,D,0,1,0
185,St. Louis Blues,Paul Karpowich (G),,,,,,,2008,https://www.eliteprospects.com/player/19234/paul-karpowich,Paul Karpowich ,G,0,0,1
186,San Jose Sharks,Jason Demers (D),12,699,45,169,214,407,2008,https://www.eliteprospects.com/player/12154/jason-demers,Jason Demers ,D,0,1,0
187,Columbus Blue Jackets,Sean Collins (F),4,21,0,3,3,10,2008,https://www.eliteprospects.com/player/19204/sean-collins,Sean Collins ,F,1,0,0
188,Toronto Maple Leafs,Andrew MacWilliam (D),1,12,0,2,2,12,2008,https://www.eliteprospects.com/player/19165/andrew-macwilliam,Andrew MacWilliam ,D,0,1,0
189,Phoenix Coyotes,Tim Billingsley (D),,,,,,,2008,https://www.eliteprospects.com/player/19151/tim-billingsley,Tim Billingsley ,D,0,1,0
190,Florida Panthers,Matt Bartkowski (D),11,256,8,40,48,157,2008,https://www.eliteprospects.com/player/16707/matt-bartkowski,Matt Bartkowski ,D,0,1,0
191,Vancouver Canucks,Morgan Clark (G),,,,,,,2008,https://www.eliteprospects.com/player/11633/morgan-clark,Morgan Clark ,G,0,0,1
192,Chicago Blackhawks,Joe Gleason (D),,,,,,,2008,https://www.eliteprospects.com/player/18885/joe-gleason,Joe Gleason ,D,0,1,0
193,Edmonton Oilers,Jordan Bendfeld (D),,,,,,,2008,https://www.eliteprospects.com/player/11669/jordan-bendfeld,Jordan Bendfeld ,D,0,1,0
194,San Jose Sharks,Drew Daniels (D),,,,,,,2008,https://www.eliteprospects.com/player/19066/drew-daniels,Drew Daniels ,D,0,1,0
195,Carolina Hurricanes,Samuel Morneau (F),,,,,,,2008,https://www.eliteprospects.com/player/19074/samuel-morneau,Samuel Morneau ,F,1,0,0
196,Philadelphia Flyers,Joacim Eriksson (G),2,1,-,-,-,-,2008,https://www.eliteprospects.com/player/9784/joacim-eriksson,Joacim Eriksson ,G,0,0,1
197,Boston Bruins,Mark Goggin (F),,,,,,,2008,https://www.eliteprospects.com/player/19063/mark-goggin,Mark Goggin ,F,1,0,0
198,Calgary Flames,Alexander Deilert (D),,,,,,,2008,https://www.eliteprospects.com/player/5507/alexander-deilert,Alexander Deilert ,D,0,1,0
199,Ottawa Senators,Emil Sandin (F),,,,,,,2008,https://www.eliteprospects.com/player/3707/emil-sandin,Emil Sandin ,F,1,0,0
200,Colorado Avalanche,Nate Condon (F),,,,,,,2008,https://www.eliteprospects.com/player/19049/nate-condon,Nate Condon ,F,1,0,0
201,Nashville Predators,Jani Lajunen (F),,,,,,,2008,https://www.eliteprospects.com/player/15653/jani-lajunen,Jani Lajunen ,F,1,0,0
202,New Jersey Devils,Harry Young (D),,,,,,,2008,https://www.eliteprospects.com/player/19075/harry-young,Harry Young ,D,0,1,0
203,Tampa Bay Lightning,David Carle (D),,,,,,,2008,https://www.eliteprospects.com/player/15017/david-carle,David Carle ,D,0,1,0
204,Washington Capitals,Stefan Della Rovere (F),1,7,0,0,0,11,2008,https://www.eliteprospects.com/player/19171/stefan-della-rovere,Stefan Della Rovere ,F,1,0,0
205,New Jersey Devils,Jean-Sébastien Bérubé (F),,,,,,,2008,https://www.eliteprospects.com/player/19177/jean-sebastien-berube,Jean-Sébastien Bérubé ,F,1,0,0
206,Montréal Canadiens,Patrick Johnson (F),,,,,,,2008,https://www.eliteprospects.com/player/19237/patrick-johnson,Patrick Johnson ,F,1,0,0
207,Nashville Predators,Anders Lindbäck (G),7,130,-,-,-,-,2008,https://www.eliteprospects.com/player/3769/anders-lindback,Anders Lindbäck ,G,0,0,1
208,Anaheim Ducks,Nick Pryor (D),,,,,,,2008,https://www.eliteprospects.com/player/17498/nick-pryor,Nick Pryor ,D,0,1,0
209,Dallas Stars,Mike Bergin (D),,,,,,,2008,https://www.eliteprospects.com/player/19238/mike-bergin,Mike Bergin ,D,0,1,0
210,Pittsburgh Penguins,Nicholas D'Agostino (D),,,,,,,2008,https://www.eliteprospects.com/player/19239/nicholas-d-agostino,Nicholas D'Agostino ,D,0,1,0
211,Detroit Red Wings,Jesper Samuelsson (F),,,,,,,2008,https://www.eliteprospects.com/player/4613/jesper-samuelsson,Jesper Samuelsson ,F,1,0,0
1,New York Islanders,John Tavares (F),14,977,404,518,922,425,2009,https://www.eliteprospects.com/player/9223/john-tavares,John Tavares ,F,1,0,0
2,Tampa Bay Lightning,Victor Hedman (D),14,922,135,480,615,636,2009,https://www.eliteprospects.com/player/6007/victor-hedman,Victor Hedman ,D,0,1,0
3,Colorado Avalanche,Matt Duchene (F),14,929,300,409,709,256,2009,https://www.eliteprospects.com/player/12571/matt-duchene,Matt Duchene ,F,1,0,0
4,Atlanta Thrashers,Evander Kane (F),14,826,291,267,558,1064,2009,https://www.eliteprospects.com/player/14657/evander-kane,Evander Kane ,F,1,0,0
5,Los Angeles Kings,Brayden Schenn (F),14,803,225,319,544,444,2009,https://www.eliteprospects.com/player/14739/brayden-schenn,Brayden Schenn ,F,1,0,0
6,Phoenix Coyotes,Oliver Ekman Larsson (D),13,875,134,296,430,546,2009,https://www.eliteprospects.com/player/7693/oliver-ekman-larsson,Oliver Ekman Larsson ,D,0,1,0
7,Toronto Maple Leafs,Nazem Kadri (F),14,765,229,303,532,603,2009,https://www.eliteprospects.com/player/14728/nazem-kadri,Nazem Kadri ,F,1,0,0
8,Dallas Stars,Scott Glennie (F),1,1,0,0,0,2,2009,https://www.eliteprospects.com/player/13799/scott-glennie,Scott Glennie ,F,1,0,0
9,Ottawa Senators,Jared Cowen (D),6,249,15,31,45,174,2009,https://www.eliteprospects.com/player/12107/jared-cowen,Jared Cowen ,D,0,1,0
10,Edmonton Oilers,Magnus Pääjärvi (F),9,467,62,62,124,78,2009,https://www.eliteprospects.com/player/6014/magnus-paajarvi,Magnus Pääjärvi ,F,1,0,0
11,Nashville Predators,Ryan Ellis (D),12,566,76,199,275,189,2009,https://www.eliteprospects.com/player/14012/ryan-ellis,Ryan Ellis ,D,0,1,0
12,New York Islanders,Calvin de Haan (D),11,539,20,101,121,201,2009,https://www.eliteprospects.com/player/23814/calvin-de-haan,Calvin de Haan ,D,0,1,0
13,Buffalo Sabres,Zack Kassian (F),12,623,91,111,202,897,2009,https://www.eliteprospects.com/player/15390/zack-kassian,Zack Kassian ,F,1,0,0
14,Florida Panthers,Dmitri Kulikov (D),14,832,44,162,206,508,2009,https://www.eliteprospects.com/player/11866/dmitri-kulikov,Dmitri Kulikov ,D,0,1,0
15,Anaheim Ducks,Peter Holland (F),7,266,36,49,85,112,2009,https://www.eliteprospects.com/player/24654/peter-holland,Peter Holland ,F,1,0,0
16,Minnesota Wild,Nick Leddy (D),13,878,68,301,369,175,2009,https://www.eliteprospects.com/player/38067/nick-leddy,Nick Leddy ,D,0,1,0
17,St. Louis Blues,David Rundblad (D),5,113,4,21,25,30,2009,https://www.eliteprospects.com/player/7069/david-rundblad,David Rundblad ,D,0,1,0
18,Montréal Canadiens,Louis Leblanc (F),2,50,5,5,10,32,2009,https://www.eliteprospects.com/player/31615/louis-leblanc,Louis Leblanc ,F,1,0,0
19,New York Rangers,Chris Kreider (F),12,682,242,204,446,507,2009,https://www.eliteprospects.com/player/37998/chris-kreider,Chris Kreider ,F,1,0,0
20,New Jersey Devils,Jacob Josefson (F),8,315,20,44,64,84,2009,https://www.eliteprospects.com/player/7655/jacob-josefson,Jacob Josefson ,F,1,0,0
21,Columbus Blue Jackets,John Moore (D),13,544,38,80,118,228,2009,https://www.eliteprospects.com/player/30901/john-moore,John Moore ,D,0,1,0
22,Vancouver Canucks,Jordan Schroeder (F),6,165,18,24,42,14,2009,https://www.eliteprospects.com/player/11466/jordan-schroeder,Jordan Schroeder ,F,1,0,0
23,Calgary Flames,Tim Erixon (D),4,93,2,12,14,38,2009,https://www.eliteprospects.com/player/6051/tim-erixon,Tim Erixon ,D,0,1,0
24,Washington Capitals,Marcus Johansson (F),13,781,149,270,419,116,2009,https://www.eliteprospects.com/player/6225/marcus-johansson,Marcus Johansson ,F,1,0,0
25,Boston Bruins,Jordan Caron (F),6,157,12,16,28,78,2009,https://www.eliteprospects.com/player/32870/jordan-caron,Jordan Caron ,F,1,0,0
26,Anaheim Ducks,Kyle Palmieri (F),13,701,206,195,401,371,2009,https://www.eliteprospects.com/player/17508/kyle-palmieri,Kyle Palmieri ,F,1,0,0
27,Carolina Hurricanes,Philippe Paradis (F),,,,,,,2009,https://www.eliteprospects.com/player/23204/philippe-paradis,Philippe Paradis ,F,1,0,0
28,Chicago Blackhawks,Dylan Olsen (D),4,124,5,17,22,36,2009,https://www.eliteprospects.com/player/19294/dylan-olsen,Dylan Olsen ,D,0,1,0
29,Tampa Bay Lightning,Carter Ashton (F),3,54,0,3,3,32,2009,https://www.eliteprospects.com/player/21033/carter-ashton,Carter Ashton ,F,1,0,0
30,Pittsburgh Penguins,Simon Després (D),6,193,6,37,43,150,2009,https://www.eliteprospects.com/player/30902/simon-despres,Simon Després ,D,0,1,0
31,New York Islanders,Mikko Koskinen (G),5,168,-,-,-,-,2009,https://www.eliteprospects.com/player/12807/mikko-koskinen,Mikko Koskinen ,G,0,0,1
32,Detroit Red Wings,Landon Ferraro (F),4,77,7,5,12,29,2009,https://www.eliteprospects.com/player/13934/landon-ferraro,Landon Ferraro ,F,1,0,0
33,Colorado Avalanche,Ryan O'Reilly (F),14,965,249,437,686,142,2009,https://www.eliteprospects.com/player/14371/ryan-o-reilly,Ryan O'Reilly ,F,1,0,0
34,Atlanta Thrashers,Carl Klingberg (F),4,12,1,0,1,4,2009,https://www.eliteprospects.com/player/9791/carl-klingberg,Carl Klingberg ,F,1,0,0
35,Los Angeles Kings,Kyle Clifford (F),13,753,66,78,144,905,2009,https://www.eliteprospects.com/player/15480/kyle-clifford,Kyle Clifford ,F,1,0,0
36,Phoenix Coyotes,Chris Brown (F),4,23,2,1,3,21,2009,https://www.eliteprospects.com/player/31273/chris-brown,Chris Brown ,F,1,0,0
37,Anaheim Ducks,Mat Clark (D),2,9,0,1,1,6,2009,https://www.eliteprospects.com/player/31560/mat-clark,Mat Clark ,D,0,1,0
38,Dallas Stars,Alex Chiasson (F),10,631,114,110,224,353,2009,https://www.eliteprospects.com/player/32978/alex-chiasson,Alex Chiasson ,F,1,0,0
39,Ottawa Senators,Jakob Silfverberg (F),12,684,155,179,334,210,2009,https://www.eliteprospects.com/player/6562/jakob-silfverberg,Jakob Silfverberg ,F,1,0,0
40,Edmonton Oilers,Anton Lander (F),6,215,10,25,35,56,2009,https://www.eliteprospects.com/player/6016/anton-lander,Anton Lander ,F,1,0,0
41,Nashville Predators,Zach Budish (F),,,,,,,2009,https://www.eliteprospects.com/player/38068/zach-budish,Zach Budish ,F,1,0,0
42,Nashville Predators,Charles-Olivier Roussel (D),,,,,,,2009,https://www.eliteprospects.com/player/23467/charles-olivier-roussel,Charles-Olivier Roussel ,D,0,1,0
43,San Jose Sharks,William Wrenn (D),,,,,,,2009,https://www.eliteprospects.com/player/31272/william-wrenn,William Wrenn ,D,0,1,0
44,Florida Panthers,Drew Shore (F),6,98,9,17,26,30,2009,https://www.eliteprospects.com/player/31263/drew-shore,Drew Shore ,F,1,0,0
45,Atlanta Thrashers,Jeremy Morin (F),5,82,10,12,22,69,2009,https://www.eliteprospects.com/player/17507/jeremy-morin,Jeremy Morin ,F,1,0,0
46,Ottawa Senators,Robin Lehner (G),13,364,-,-,-,-,2009,https://www.eliteprospects.com/player/9796/robin-lehner,Robin Lehner ,G,0,0,1
47,New York Rangers,Ethan Werek (F),,,,,,,2009,https://www.eliteprospects.com/player/21591/ethan-werek,Ethan Werek ,F,1,0,0
48,St. Louis Blues,Brett Ponich (D),,,,,,,2009,https://www.eliteprospects.com/player/32783/brett-ponich,Brett Ponich ,D,0,1,0
49,Colorado Avalanche,Stefan Elliott (D),6,87,8,17,25,16,2009,https://www.eliteprospects.com/player/15735/stefan-elliott,Stefan Elliott ,D,0,1,0
50,Toronto Maple Leafs,Kenneth Ryan (F),,,,,,,2009,https://www.eliteprospects.com/player/31278/kenneth-ryan,Kenneth Ryan ,F,1,0,0
51,Carolina Hurricanes,Brian Dumoulin (D),10,490,18,102,120,132,2009,https://www.eliteprospects.com/player/33896/brian-dumoulin,Brian Dumoulin ,D,0,1,0
52,Tampa Bay Lightning,Richard Pánik (F),10,521,88,107,195,274,2009,https://www.eliteprospects.com/player/11849/richard-panik,Richard Pánik ,F,1,0,0
53,Vancouver Canucks,Anton Rödin (F),1,3,0,1,1,0,2009,https://www.eliteprospects.com/player/7084/anton-rodin,Anton Rödin ,F,1,0,0
54,New Jersey Devils,Éric Gélinas (D),5,189,14,41,55,92,2009,https://www.eliteprospects.com/player/37536/eric-gelinas,Éric Gélinas ,D,0,1,0
55,Washington Capitals,Dmitri Orlov (D),12,656,57,185,242,271,2009,https://www.eliteprospects.com/player/17758/dmitri-orlov,Dmitri Orlov ,D,0,1,0
56,Columbus Blue Jackets,Kevin Lynch (F),,,,,,,2009,https://www.eliteprospects.com/player/31276/kevin-lynch,Kevin Lynch ,F,1,0,0
57,San Jose Sharks,Taylor Doherty (D),,,,,,,2009,https://www.eliteprospects.com/player/32723/taylor-doherty,Taylor Doherty ,D,0,1,0
58,Toronto Maple Leafs,Jesse Blacker (D),1,1,0,0,0,0,2009,https://www.eliteprospects.com/player/33754/jesse-blacker,Jesse Blacker ,D,0,1,0
59,Chicago Blackhawks,Brandon Pirri (F),11,276,72,49,121,91,2009,https://www.eliteprospects.com/player/33898/brandon-pirri,Brandon Pirri ,F,1,0,0
60,Detroit Red Wings,Tomas Tatar (F),12,727,197,225,422,260,2009,https://www.eliteprospects.com/player/17750/tomas-tatar,Tomas Tatar ,F,1,0,0
61,Pittsburgh Penguins,Philip Samuelsson (D),3,13,0,0,0,2,2009,https://www.eliteprospects.com/player/10809/philip-samuelsson,Philip Samuelsson ,D,0,1,0
62,New York Islanders,Anders Nilsson (G),8,161,-,-,-,-,2009,https://www.eliteprospects.com/player/5591/anders-nilsson,Anders Nilsson ,G,0,0,1
63,Pittsburgh Penguins,Ben Hanowski (F),2,16,1,2,3,2,2009,https://www.eliteprospects.com/player/38066/ben-hanowski,Ben Hanowski ,F,1,0,0
64,Colorado Avalanche,Tyson Barrie (D),12,710,99,353,452,219,2009,https://www.eliteprospects.com/player/15127/tyson-barrie,Tyson Barrie ,D,0,1,0
65,Montréal Canadiens,Joonas Nättinen (F),1,1,0,0,0,0,2009,https://www.eliteprospects.com/player/16043/joonas-nattinen,Joonas Nättinen ,F,1,0,0
66,Buffalo Sabres,Brayden McNabb (D),11,604,23,102,125,433,2009,https://www.eliteprospects.com/player/31079/brayden-mcnabb,Brayden McNabb ,D,0,1,0
67,Florida Panthers,Josh Birkholz (F),,,,,,,2009,https://www.eliteprospects.com/player/33894/josh-birkholz,Josh Birkholz ,F,1,0,0
68,Toronto Maple Leafs,Jamie Devane (F),1,2,0,0,0,0,2009,https://www.eliteprospects.com/player/37707/jamie-devane,Jamie Devane ,F,1,0,0
69,Dallas Stars,Reilly Smith (F),12,714,186,249,435,184,2009,https://www.eliteprospects.com/player/33903/reilly-smith,Reilly Smith ,F,1,0,0
70,Nashville Predators,Taylor Beck (F),5,92,11,12,23,32,2009,https://www.eliteprospects.com/player/24653/taylor-beck,Taylor Beck ,F,1,0,0
71,Edmonton Oilers,Troy Hesketh (D),,,,,,,2009,https://www.eliteprospects.com/player/40880/troy-hesketh,Troy Hesketh ,D,0,1,0
72,Nashville Predators,Michael Latta (F),3,113,4,13,17,130,2009,https://www.eliteprospects.com/player/14436/michael-latta,Michael Latta ,F,1,0,0
73,New Jersey Devils,Alexander Urbom (D),4,34,3,1,4,28,2009,https://www.eliteprospects.com/player/7045/alexander-urbom,Alexander Urbom ,D,0,1,0
74,Calgary Flames,Ryan Howse (F),,,,,,,2009,https://www.eliteprospects.com/player/30438/ryan-howse,Ryan Howse ,F,1,0,0
75,Detroit Red Wings,Andrej Nestrasil (F),3,128,17,31,48,18,2009,https://www.eliteprospects.com/player/19353/andrej-nestrasil,Andrej Nestrasil ,F,1,0,0
76,Anaheim Ducks,Igor Bobkov (G),2,0,-,-,-,-,2009,https://www.eliteprospects.com/player/34768/igor-bobkov,Igor Bobkov ,G,0,0,1
77,Minnesota Wild,Matt Hackett (G),4,26,-,-,-,-,2009,https://www.eliteprospects.com/player/14449/matt-hackett,Matt Hackett ,G,0,0,1
78,St. Louis Blues,Sergei Andronov (F),,,,,,,2009,https://www.eliteprospects.com/player/11856/sergei-andronov,Sergei Andronov ,F,1,0,0
79,Montréal Canadiens,Mac Bennett (D),,,,,,,2009,https://www.eliteprospects.com/player/37894/mac-bennett,Mac Bennett ,D,0,1,0
80,New York Rangers,Ryan Bourque (F),1,1,0,0,0,0,2009,https://www.eliteprospects.com/player/17500/ryan-bourque,Ryan Bourque ,F,1,0,0
81,Philadelphia Flyers,Adam Morrison (G),,,,,,,2009,https://www.eliteprospects.com/player/23164/adam-morrison,Adam Morrison ,G,0,0,1
82,Edmonton Oilers,Cameron Abney (F),,,,,,,2009,https://www.eliteprospects.com/player/31082/cameron-abney,Cameron Abney ,F,1,0,0
83,Vancouver Canucks,Kevin Connauton (D),9,360,28,52,80,188,2009,https://www.eliteprospects.com/player/38032/kevin-connauton,Kevin Connauton ,D,0,1,0
84,Los Angeles Kings,Nicolas Deslauriers (F),10,533,45,45,90,578,2009,https://www.eliteprospects.com/player/37437/nicolas-deslauriers,Nicolas Deslauriers ,F,1,0,0
85,Washington Capitals,Cody Eakin (F),11,701,110,146,256,278,2009,https://www.eliteprospects.com/player/23166/cody-eakin,Cody Eakin ,F,1,0,0
86,Boston Bruins,Ryan Button (D),,,,,,,2009,https://www.eliteprospects.com/player/32780/ryan-button,Ryan Button ,D,0,1,0
87,Philadelphia Flyers,Simon Bertilsson (D),,,,,,,2009,https://www.eliteprospects.com/player/11173/simon-bertilsson,Simon Bertilsson ,D,0,1,0
88,Carolina Hurricanes,Mattias Lindström (F),,,,,,,2009,https://www.eliteprospects.com/player/6021/mattias-lindstrom,Mattias Lindström ,F,1,0,0
89,Chicago Blackhawks,Dan DeLisle (F),,,,,,,2009,https://www.eliteprospects.com/player/38048/dan-delisle,Dan DeLisle ,F,1,0,0
90,Detroit Red Wings,Gleason Fournier (D),,,,,,,2009,https://www.eliteprospects.com/player/13583/gleason-fournier,Gleason Fournier ,D,0,1,0
91,Phoenix Coyotes,Michael Lee (G),,,,,,,2009,https://www.eliteprospects.com/player/31289/michael-lee,Michael Lee ,G,0,0,1
92,New York Islanders,Casey Cizikas (F),12,691,91,115,206,344,2009,https://www.eliteprospects.com/player/14960/casey-cizikas,Casey Cizikas ,F,1,0,0
93,Tampa Bay Lightning,Alex Hutchings (F),,,,,,,2009,https://www.eliteprospects.com/player/15380/alex-hutchings,Alex Hutchings ,F,1,0,0
94,Columbus Blue Jackets,David Savard (D),12,697,45,146,191,385,2009,https://www.eliteprospects.com/player/32878/david-savard,David Savard ,D,0,1,0
95,Los Angeles Kings,Jean-François Bérubé (G),6,40,-,-,-,-,2009,https://www.eliteprospects.com/player/23458/jean-francois-berube,Jean-François Bérubé ,G,0,0,1
96,Los Angeles Kings,Linden Vey (F),4,138,14,30,44,24,2009,https://www.eliteprospects.com/player/28422/linden-vey,Linden Vey ,F,1,0,0
97,Phoenix Coyotes,Jordan Szwarz (F),4,50,4,3,7,25,2009,https://www.eliteprospects.com/player/23107/jordan-szwarz,Jordan Szwarz ,F,1,0,0
